word,lang_code,meanings
沢庵,es,"[""takuan"", ""Takuán""]"
沢辺,es,"[""Sawabe"", ""sierra""]"
河,es,"[""río"", ""arroyo"", ""el río ... (sufijo usado para nombres de ríos)""]"
河,ru,"[""река""]"
河川敷,ru,"[""русло реки""]"
河童,es,"[""Kappa"", ""Kapa""]"
沸き起こる,es,"[""surgir"", ""plantearse"", ""levantarse""]"
沸き返る,es,"[""hervir"", ""bullir"", ""ponerse furioso""]"
油井,es,"[""pozo de petróleo"", ""pozo petrolero""]"
油彩,ru,"[""картина маслом"", ""живопись маслом""]"
油性,es,"[""aceitoso"", ""grasiento"", ""oleaginoso""]"
油脂,es,"[""grasas y aceites""]"
治り,es,"[""curar"", ""cura"", ""curación""]"
治外法権,es,"[""extraterritorialidad"", ""extraterririalidad""]"
治安,es,"[""orden público""]"
治山,es,"[""Chisan"", ""chisán""]"
治水,es,"[""control de inundaciones"", ""control de inundación""]"
治療法,es,"[""método de tratamiento"", ""Metodo de tratamiento""]"
治験,ru,"[""клиническое исследование"", ""клинические испытания""]"
沼沢,es,"[""pantano"", ""inundar"", ""hundir""]"
沼田,es,"[""Numata""]"
沿い,es,"[""a lo largo de"", ""a lo largo"", ""por""]"
沿い,ru,"[""вдоль"", ""наряду""]"
泉水,es,"[""agua de manantial"", ""agua de primavera""]"
泊,ru,"[""ночь"", ""ночью""]"
泊まり,es,"[""pasar la noche"", ""pernoctar""]"
泊まり込み,es,"[""pasar la noche"", ""pernoctación""]"
法,es,"[""leyes""]"
法主,es,"[""caballero"", ""señor"", ""lord""]"
法事,es,"[""servicio conmemorativo"", ""funeral""]"
法会,es,"[""puya"", ""pujá""]"
法制局,es,"[""Oficina Legislativa"", ""Buró legislativo""]"
法制局,ru,"[""Законодательное бюро"", ""Законодательное управление""]"
法務委員会,es,"[""comité de asuntos legales"", ""comité de asuntos jurídicos""]"
法外,es,"[""indignante"", ""escandaloso"", ""atroz""]"
法定,es,"[""legal"", ""jurídico"", ""lícito""]"
法師,es,"[""monje"", ""religioso""]"
法度,es,"[""legalidad"", ""legalismo""]"
法律事務所,es,"[""bufete de abogados"", ""despacho de abogados""]"
法文,es,"[""texto legal"", ""Texto jurídico""]"
法理,es,"[""doctrina jurídica"", ""doctrina legal""]"
法華経,es,"[""Sutra del loto""]"
法被,es,"[""abrigo feliz"", ""feliz abrigo""]"
法要,es,"[""servicio conmemorativo"", ""funeral""]"
法話,es,"[""sermón"", ""sermon""]"
波,es,"[""ola"", ""onda""]"
波,ru,"[""волна"", ""{～のない} спокойный, гладкий (о море)""]"
波乱万丈,ru,"[""Полный взлетов и падений"", ""Полно взлетов и падений""]"
波及,es,"[""efecto dominó"", ""efecto onda""]"
波打ち際,es,"[""playa"", ""varar""]"
波打つ,es,"[""ondulado"", ""ondulante"", ""onda""]"
波止場,es,"[""muelle"", ""atracar"", ""acoplar""]"
波浪,es,"[""ondas"", ""saluda"", ""olas""]"
波状,es,"[""ondulado"", ""ondulante"", ""onda""]"
波紋,es,"[""ondulaciones"", ""Ondas""]"
波間,es,"[""entre las olas"", ""entre olas""]"
波頭,es,"[""cresta de la ola"", ""cresta de onda""]"
波風,es,"[""Namikaze"", ""namikazes""]"
泣かされる,es,"[""hecho para llorar"", ""hecho a llorar""]"
泣かされる,ru,"[""заставил плакать"", ""заставляет плакать""]"
泣かす,es,"[""hazme llorar"", ""hacerme llorar""]"
泣かせる,es,"[""hacerte llorar"", ""te hace llorar""]"
泣きじゃくる,es,"[""llanto"", ""atroz"", ""voceado""]"
泣き叫ぶ,es,"[""gritar"", ""exclamar"", ""llorar""]"
泣き寝入り,es,"[""Llorando hasta quedarme dormido"", ""Llorar hasta quedarme dormido""]"
泣き崩れる,es,"[""me rompo a llorar"", ""me rompo en llanto""]"
泣き所,es,"[""punto débil"", ""punto debil""]"
泣き所,ru,"[""слабое место"", ""слабая точка""]"
泥々,es,"[""enturbiar"", ""fangoso"", ""enlodar""]"
泥々,ru,"[""мутный"", ""грязно""]"
泥仕合,es,"[""partido de barro""]"
泥水,es,"[""agua turbia"", ""agua fangosa""]"
注ぎ込む,es,"[""entrar a raudales"", ""verter"", ""verter en""]"
注ぎ込む,ru,"[""1) вливать"", ""2) вкладывать (деньги)"", ""инвестировать (капитал)""]"
注す,ru,"[""налить"", ""наливать""]"
注入,es,"[""inyección"", ""entrada"", ""Inyeccion""]"
注意報,es,"[""Advertencia"", ""Aviso"", ""Alarma""]"
注意報,ru,"[""Предупреждение"", ""Внимание!""]"
注文,es,"[""hacer un pedido"", ""pedir"", ""encargar""]"
注文,ru,"[""заказ"", ""1) заказ"", ""{～する}, 注文を発する заказывать, делать заказ""]"
注視,es,"[""mirada"", ""contemplación"", ""mirar con fijeza""]"
注釈,es,"[""Anotación"", ""Comentario"", ""Apunte""]"
泰,ru,"[""Тай""]"
泰然,es,"[""Calma y calma"", ""Tranquilo y tranquilo""]"
洋上,es,"[""En el mar""]"
洋品,es,"[""bienes occidentales"", ""productos occidentales""]"
洋学,es,"[""estudios occidentales"", ""estudio occidental""]"
洋弓,es,"[""arco occidental"", ""lazo occidental""]"
洋弓,ru,"[""западный лук"", ""западный поклон""]"
洋杯,es,"[""copa occidental"", ""copa oeste"", ""glass (drinking vessel)/tumbler""]"
洋杯,ru,"[""Западный кубок"", ""Кубок Запада"", ""glass (drinking vessel)/tumbler""]"
洋紙,es,"[""papel occidental"", ""periódico occidental""]"
洋菓子,es,"[""dulces occidentales"", ""caramelos occidentales""]"
洋行,es,"[""banco occidental""]"
洋袴,ru,"[""Западная хакама"", ""Западный хакама"", ""trousers/pants""]"
洋装,es,"[""ropa occidental"", ""vestimenta occidental""]"
洋館,es,"[""edificio de estilo occidental"", ""edificio de estilo oeste""]"
洒落,es,"[""broma"", ""chiste""]"
洒落,ru,"["": {～な} откровенный"", ""свободный от условностей""]"
洗い上げる,es,"[""lavar"", ""lavarse"", ""fregar""]"
洗い直す,ru,"[""помыть еще раз"", ""мыть снова""]"
洗足,es,"[""lavar los pies"", ""lavado de pies""]"
洗車,es,"[""lavado de autos"", ""tren de lavado"", ""lavado de coches""]"
洗車,ru,"[""автомойка"", ""мойка автомобилей""]"
洗顔,es,"[""lavado de cara"", ""lavar la cara""]"
洗顔,ru,"[""умывание лица"", ""мыть лицо""]"
活写,es,"[""Fotografía en vivo"", ""fotografia en vivo""]"
活写,ru,"[""Живая фотография"", ""Живая фото""]"
活劇,es,"[""Drama de acción"", ""drama de accion""]"
活動家,es,"[""activista"", ""activo""]"
活弁,es,"[""válvula viva"", ""válvula en vivo""]"
活性炭,es,"[""carbón activado"", ""carbono activado""]"
活性炭,ru,"[""активированный уголь"", ""активированный углерод""]"
活版,es,"[""tipografía"", ""Impresión tipográfica""]"
活路,es,"[""salida"", ""salir""]"
活魚,es,"[""peces vivos"", ""pescado vivo""]"
活魚,ru,"[""живая рыба"", ""живой рыбы""]"
派兵,es,"[""envío de tropas"", ""despacho de tropas""]"
流,es,"[""estilo de"", ""método de"", ""manera de""]"
流,ru,"[""(кн. счётный суф. для флагов и т. п.)"", ""1) течение, направление, школа"", ""2) стиль, манера""]"
流し台,es,"[""hundir"", ""pileta"", ""fregadero""]"
流し台,ru,"[""раковина"", ""тонуть""]"
流し打ち,es,"[""Nagashiuchi""]"
流し打ち,ru,"[""Нагасиучи"", ""Нагасиути""]"
流し網,es,"[""red de deriva"", ""red de arrastre""]"
流し込む,es,"[""entrar a raudales"", ""verter"", ""verter en""]"
流れ作業,es,"[""trabajo en línea de montaje"", ""trabajo en línea de ensamblaje""]"
流れ出す,es,"[""fluir"", ""fluir hacia afuera""]"
流れ出る,es,"[""fluyendo"", ""fluyendo hacia afuera""]"
流れ弾,es,"[""bala perdida""]"
流れ込む,es,"[""fluyendo hacia"", ""fluyendo dentro""]"
流会,es,"[""reunión fluida"", ""encuentro fluido""]"
流体,es,"[""líquido"", ""fluido"", ""fluente""]"
流儀,es,"[""estilo"", ""estilizar"", ""moda""]"
流入,es,"[""afluencia"", ""influencia"", ""flujo de entrada""]"
流出,es,"[""derramar"", ""derramarse"", ""verterse""]"
流動的,es,"[""líquido"", ""fluido"", ""fluente""]"
流動食,es,"[""comida liquida"", ""alimento líquido""]"
流失,es,"[""lavado"", ""arrastrado""]"
流布,es,"[""diseminación"", ""difusión"", ""diseminacion""]"
流星,es,"[""meteorito"", ""meteoro""]"
流木,es,"[""Madera flotante"", ""leña""]"
流水,es,"[""agua corriente"", ""Agua corriendo""]"
流氷,es,"[""hielo a la deriva"", ""hielo flotante""]"
流用,es,"[""desviación"", ""diversión"", ""distracción""]"
流砂,es,"[""arena movediza"", ""arenas movedizas"", ""arenas vivas""]"
流転,es,"[""a la deriva"", ""derivando""]"
流量,es,"[""tasa de flujo"", ""caudal""]"
流量,ru,"[""скорость потока"", ""расход""]"
流麗,es,"[""elegancia fluida"", ""Elegancia que fluye""]"
浄化槽,es,"[""tanque séptico"", ""tanque septico""]"
浄化槽,ru,"[""септик"", ""отстойник""]"
浄土宗,es,"[""secta jodo""]"
浄土真宗,es,"[""Jodo Shinshu"", ""Jodo Shin Shu""]"
浄土真宗,ru,"[""Дзёдо Синсю"", ""Дзёдо Синшу""]"
浄瑠璃,es,"[""Joruri""]"
浄財,es,"[""donación"", ""ayuda"", ""donativo""]"
浅ましい,es,"[""Poco profundo"", ""Superficial"", ""Poco""]"
浅瀬,es,"[""aguas poco profundas"", ""aguas someras""]"
浅見,es,"[""asami"", ""Asami-""]"
浅黒い,es,"[""piel oscura"", ""piel morena""]"
浪曲,es,"[""Rokyoku"", ""rokyōku""]"
浪花節,es,"[""Festival de Naniwa"", ""festival naniwa""]"
浮かばれない,es,"[""no puedo pensar en eso"", ""no puedo pensar en ello""]"
浮かばれない,ru,"[""я не могу об этом думать"", ""Я не могу думать об этом""]"
浮き出る,es,"[""destacar"", ""destacarse"", ""resaltar""]"
浮き彫り,es,"[""alivio"", ""relieve"", ""socorro""]"
浮き沈み,es,"[""vaivenes"", ""altibajos"", ""subidas y bajas""]"
浮き浮き,ru,"[""плавающий"", ""плавучий""]"
浮き立つ,ru,"[""выделяется""]"
浮上,es,"[""levitación"", ""levitacion""]"
浮動,es,"[""flotante"", ""flotación"", ""que flota""]"
浮動株,es,"[""acciones flotantes"", ""existencias flotantes""]"
浮動票,es,"[""voto flotante"", ""votación flotante""]"
浮揚,es,"[""levitación"", ""levitacion""]"
浮標,es,"[""boya"", ""aboyar"", ""balizar""]"
浮沈,es,"[""vaivenes"", ""altibajos"", ""subidas y bajas""]"
浮腫,es,"[""edema"", ""hinchazón""]"
浮遊,es,"[""flotante"", ""flotación"", ""que flota""]"
浴場,es,"[""Casa de baños"", ""Caseta"", ""baño""]"
浴客,es,"[""bañistas"", ""bañadores""]"
浴後,es,"[""Después del baño"", ""despues del bano""]"
浴用,es,"[""para baño"", ""Para el baño""]"
海上保安庁,es,"[""Guardia Costera de Japón"", ""Guardacostas de Japón""]"
海上保安庁,ru,"[""Береговая охрана Японии"", ""Японская береговая охрана""]"
海上自衛隊,es,"[""Fuerza de Autodefensa Marítima"", ""Fuerza marítima de autodefensa""]"
海上自衛隊,ru,"[""Морские силы самообороны"", ""Морские силы самозащиты""]"
海事,es,"[""Marítimo"", ""Maritimo""]"
海兵隊,es,"[""infantería de marina"", ""infantes de marina"", ""marines""]"
海外出張,ru,"[""Заграничная командировка"", ""Деловая поездка за границу""]"
海外旅行,es,"[""viajes al extranjero"", ""viajes al exterior""]"
海外旅行,ru,"[""путешествие за границу"", ""заграничные путешествия""]"
海外経済協力基金,es,"[""Fondo de Cooperación Económica de Ultramar"", ""Fondo de Cooperación Económica Exterior""]"
海外経済協力基金,ru,"[""Фонд зарубежного экономического сотрудничества"", ""Фонд зарубежного экономического взаимодействия""]"
海山,es,"[""monte submarino"", ""monte bajo""]"
海山,ru,"[""подводная гора"", ""подводная вершина""]"
海岸線,es,"[""línea costera"", ""litoral""]"
海水浴場,es,"[""playa"", ""varar""]"
海洋気象台,es,"[""observatorio meteorológico marino""]"
海洋気象台,ru,"[""морская метеорологическая обсерватория"", ""морская метеообсерватория""]"
海港,es,"[""puerto marítimo"", ""puerto de mar"", ""puerto""]"
海溝,es,"[""fosa oceánica"", ""trinchera oceánica""]"
海草,es,"[""alga"", ""algas"", ""algas marinas""]"
海賊版,es,"[""versión pirateada"", ""version pirata""]"
海賊版,ru,"[""пиратская версия"", ""пиратка""]"
浸し物,es,"[""comida empapada"", ""Comida remojada""]"
消え入る,es,"[""desvanecerse"", ""esfumarse"", ""perderse""]"
消え去る,ru,"[""исчезнуть"", ""исчезают""]"
消し去る,es,"[""borrar"", ""liquidar"", ""tachar a""]"
消し去る,ru,"[""стереть"", ""удалить""]"
消し止める,es,"[""extinguir"", ""apagar""]"
消息筋,es,"[""fuentes"", ""recursos""]"
消極,es,"[""negativo"", ""negativa"", ""negación""]"
消耗品,es,"[""consumibles""]"
消臭剤,es,"[""desodorante"", ""aroma"", ""fuente""]"
消臭剤,ru,"[""дезодорант"", ""дезодоратор""]"
消長,es,"[""creciente y menguante"", ""aumentando y disminuyendo""]"
消防庁,es,"[""Departamento de Bomberos"", ""cuerpo de bomberos""]"
消防車,ru,"[""пожарная машина"", ""пожарный автомобиль""]"
消音,es,"[""Silenciar"", ""Silencio"", ""Mudo""]"
消音,ru,"[""Немой"", ""Беззвучный"", ""Приглушать звук""]"
涙ぐましい,es,"[""estoy lloroso"", ""estoy llorando""]"
涙ぐむ,es,"[""lloroso"", ""lacrimoso"", ""lacrimógeno""]"
液体酸素,ru,"[""жидкий кислород"", ""жидкостный кислород""]"
液状化,ru,"[""сжижение"", ""разжижение""]"
液肥,ru,"[""жидкое удобрение"", ""Жидкие удобрения""]"
涼風,es,"[""brisa fresca"", ""brisa fría""]"
淋巴,es,"[""Tomoe solitario"", ""tomoe solitaria"", ""lymph""]"
淑やか,ru,"[""изящный"", ""грациозный""]"
淑徳,es,"[""virtud""]"
淘汰,es,"[""selección"", ""elección"", ""surtido""]"
淡水魚,es,"[""peces de agua dulce"", ""pescado de agua dulce""]"
淡紅色,es,"[""rosa pálido"", ""rosa palo""]"
深入り,es,"[""buceo profundo"", ""inmersión profunda""]"
深刻化,es,"[""volviéndose más serio"", ""cada vez más serio""]"
深呼吸,es,"[""respiración profunda"", ""aliento profundo""]"
深層,es,"[""capa profunda"", ""capa profundamente""]"
深層,ru,"[""глубокий слой"", ""глубокий уровень""]"
深山,es,"[""Miyama"", ""miya""]"
深海,es,"[""mar profundo"", ""profundo mar""]"
深淵,es,"[""abismo"", ""sima""]"
深追い,es,"[""búsqueda profunda"", ""profunda búsqueda""]"
深遠,es,"[""profundo"", ""profundidades"", ""profundamente""]"
深部,es,"[""parte profunda"", ""parte profundamente""]"
深部,ru,"[""глубокая часть"", ""глубинная часть""]"
深長,es,"[""longitud profunda"", ""largo profundo""]"
混じる,es,"[""mezclarse"", ""combinarse con"", ""mezclar""]"
混ぜ合わす,es,"[""mezcla"", ""mezclar"", ""combinar""]"
混ぜ合わす,ru,"[""смешивание"", ""смешивать"", ""перемешать""]"
混ぜ物,es,"[""mezcla"", ""mixtura"", ""mezcolanza""]"
混み合う,es,"[""atestado"", ""saturado"", ""lleno de gente""]"
混信,es,"[""interferencia"", ""intervención"", ""ingerencia""]"
混入,es,"[""Contaminación"", ""contaminacion""]"
混凝土,ru,"[""смешанные комки"", ""смешанные сгустки"", ""concrete""]"
混在,ru,"[""смешанный"", ""смешанная""]"
混声,es,"[""voz mixta"", ""voz mezclada""]"
混成,es,"[""mezclado"", ""mixto"", ""variado""]"
